loan_id,origination_date,vintage,months_on_book,fico_score,income,debt_to_income,num_open_trades,utilization_rate,inquiries_last_6m,loan_amount,term,apr,channel,product_type,employment_length,state,age,days_past_due_current,total_payments_to_date,sample_weight,default_12m
LOAN_036468,2022-01-01,202201,15,644,10697,0.4709,8,0.1249,3,12732,36,8.11,Mail,Home_Improvement,31,NY,44,15,8953.49,0.9481,0
LOAN_036469,2023-09-01,202309,10,757,30670,0.5015,9,0.565,0,31679,36,8.67,Mail,Personal,13,Other,31,15,23268.67,1.1871,0
LOAN_036470,2021-05-01,202105,11,805,24501,0.1146,10,0.1573,1,40717,36,7.97,Partner,Auto,10,NY,41,0,21483.54,1.105,0
LOAN_036471,2023-03-01,202303,16,658,79875,0.6516,6,0.4083,1,22604,36,14.39,Direct,Business,20,CA,40,0,18186.35,1.1591,0
LOAN_036472,2021-01-01,202101,3,832,43570,0.2498,5,0.6049,2,40458,36,6.75,Direct,Debt_Consolidation,32,Other,62,0,28553.37,0.9733,0
LOAN_036473,2024-08-01,202408,9,99999,31962,0.2384,7,0.6083,2,32261,36,5.1,Mail,Debt_Consolidation,27,CA,53,0,24521.19,1.1365,0
LOAN_036474,2023-06-01,202306,16,689,77410,0.4034,10,0.0677,2,20240,36,25.12,Partner,Business,33,FL,24,0,17977.14,0.9007,0
LOAN_036475,2022-11-01,202211,7,659,51193,0.5662,9,0.6517,1,30250,60,12.73,Partner,Business,3,Other,37,0,21104.86,0.8858,0
LOAN_036476,2022-03-01,202203,6,735,106984,0.2438,10,0.497,3,30416,60,13.34,Direct,Personal,19,FL,38,0,17552.13,0.9198,0
LOAN_036477,2023-12-01,202312,22,686,194475,0.2174,5,0.2904,3,17693,36,14.75,Partner,Debt_Consolidation,12,CA,25,0,16379.5,1.1453,0
LOAN_036478,2022-07-01,202207,17,642,21322,0.1683,9,0.2399,0,23823,36,11.42,Direct,Debt_Consolidation,26,Other,68,15,17571.67,1.0002,0
LOAN_036479,2023-06-01,202306,21,613,41964,0.3975,9,0.2055,4,1624,36,7.41,Direct,Personal,37,IL,31,15,880.69,0.9489,0
LOAN_036480,2022-04-01,202204,23,622,12191,0.5289,5,0.2155,4,25526,36,10.32,Direct,Debt_Consolidation,33,IL,21,90,554.31,2.9299,1
LOAN_036481,2022-06-01,202206,23,571,28120,0.2254,9,0.3054,3,29925,36,3.0,Direct,Personal,20,GA,57,0,15417.44,1.175,0
LOAN_036482,2023-02-01,202302,20,595,65681,0.5831,5,0.702,3,34463,36,3.32,Mail,Auto,1,IL,51,0,21141.14,1.0022,0
LOAN_036483,2022-05-01,202205,7,723,56540,0.2222,6,0.285,3,10386,36,16.38,Partner,Personal,1,Other,60,0,8867.69,0.8765,0
LOAN_036484,2021-11-01,202111,1,612,92380,0.3939,10,0.2518,3,24319,36,10.66,Partner,Debt_Consolidation,4,GA,29,15,21698.23,0.8094,0
LOAN_036485,2024-09-01,202409,13,655,79018,0.2896,7,0.8977,0,25539,36,17.96,Direct,Debt_Consolidation,3,CA,59,15,13764.72,1.0761,0
LOAN_036486,2023-05-01,202305,15,812,15995,0.6505,11,0.8169,3,21799,36,21.8,Partner,Personal,8,FL,59,0,13405.13,0.8618,0
LOAN_036487,2021-09-01,202109,19,758,69499,0.6712,11,0.681,3,18720,60,18.48,Direct,Debt_Consolidation,18,NY,53,15,10885.57,0.9639,0
LOAN_036488,2022-05-01,202205,9,555,22766,0.7609,6,0.357,4,34314,36,8.85,Direct,Home_Improvement,8,GA,69,15,33468.23,1.061,0
LOAN_036489,2023-03-01,202303,17,637,47326,0.4381,8,0.5679,1,23889,36,4.75,Direct,Auto,23,TX,51,0,20938.17,1.1816,0
LOAN_036490,2024-01-01,202401,4,824,133553,0.415,10,0.621,2,7811,36,18.85,Partner,Home_Improvement,34,Other,66,0,5526.77,0.914,0
LOAN_036491,2022-10-01,202210,15,604,31113,0.4857,8,0.4676,3,28061,36,3.0,Direct,Personal,25,TX,40,90,2330.44,3.4777,1
LOAN_036492,2021-08-01,202108,10,800,22589,0.5551,11,0.2701,3,35747,36,18.33,Partner,Debt_Consolidation,32,Other,49,0,34254.68,1.1503,0
LOAN_036493,2021-03-01,202103,18,627,18802,0.3459,10,0.5695,1,36080,60,3.0,Partner,Auto,39,CA,46,0,34438.39,1.0043,0
LOAN_036494,2024-02-01,202402,5,672,59745,0.3631,7,0.3223,2,43041,36,14.27,Direct,Business,27,Other,64,0,24071.73,0.9058,0
LOAN_036495,2023-11-01,202311,6,788,85034,0.4406,11,0.2772,0,36759,36,13.96,Partner,Auto,33,CA,21,15,32908.98,1.1591,0
LOAN_036496,2023-08-01,202308,21,733,15222,0.2041,4,0.4338,3,28411,36,12.51,Direct,Debt_Consolidation,32,NY,64,0,18733.34,0.8821,0
LOAN_036497,2021-08-01,202108,10,662,-1,0.1814,16,0.5666,3,16105,36,17.24,Mail,Personal,8,FL,41,0,10372.05,0.8712,0
LOAN_036498,2024-08-01,202408,17,654,62633,0.5329,7,0.4322,2,28864,36,5.79,Partner,Home_Improvement,18,Other,48,0,27884.74,0.847,0
LOAN_036499,2023-03-01,202303,17,695,26042,0.4684,10,0.2341,5,33366,60,7.67,Direct,Debt_Consolidation,8,GA,73,0,25960.48,0.8998,0
LOAN_036500,2023-08-01,202308,19,792,58214,0.5969,7,0.75,4,16662,60,14.62,Direct,Personal,37,TX,42,0,8602.2,0.9586,0
LOAN_036501,2023-12-01,202312,22,99999,25297,0.4002,11,0.8333,2,26019,60,6.37,Mail,Debt_Consolidation,9,Other,58,15,22052.34,0.8784,0
LOAN_036502,2023-10-01,202310,7,843,29950,0.4162,8,0.4691,0,25920,36,3.04,Direct,Home_Improvement,39,CA,66,0,23352.07,1.06,0
LOAN_036503,2023-01-01,202301,20,743,95898,0.3393,7,0.7989,4,27040,60,13.05,Partner,Personal,22,Other,28,0,14393.75,0.9635,0
LOAN_036504,2023-07-01,202307,9,713,31590,0.5207,6,0.3701,2,9015,60,3.0,Partner,Debt_Consolidation,2,TX,28,0,5239.61,1.1881,0
LOAN_036505,2024-06-01,202406,16,576,34456,0.8161,6,0.416,1,49831,36,13.22,Direct,Business,38,GA,48,0,29026.89,1.1109,0
LOAN_036506,2022-01-01,202201,8,557,128915,0.8563,9,0.2335,2,16848,36,3.97,Partner,Personal,31,IL,52,0,8521.97,0.9592,0
LOAN_036507,2022-03-01,202203,12,678,51462,0.4503,7,0.9682,4,25186,36,12.3,Partner,Home_Improvement,20,NY,51,0,21237.17,1.0781,0
LOAN_036508,2022-01-01,202201,7,767,70217,0.1331,3,0.8826,2,30235,36,8.77,Partner,Home_Improvement,39,Other,73,0,29713.58,1.0204,0
LOAN_036509,2023-09-01,202309,16,649,17535,0.1281,16,0.6111,2,29453,36,26.58,Partner,Auto,30,Other,60,0,28565.92,0.828,0
LOAN_036510,2023-07-01,202307,15,681,24193,0.253,6,0.1825,1,1941,36,6.08,Partner,Personal,6,CA,30,0,1865.74,1.1576,0
LOAN_036511,2023-01-01,202301,24,559,59519,0.1207,6,0.6654,2,28336,36,10.82,Partner,Auto,39,TX,64,0,23681.04,0.8748,0
LOAN_036512,2024-04-01,202404,15,646,30399,0.7787,4,0.8105,0,16498,60,12.95,Direct,Home_Improvement,20,Other,57,30,2463.04,2.6544,1
LOAN_036513,2022-11-01,202211,20,628,51615,0.1967,7,0.3907,2,23501,36,3.0,Partner,Home_Improvement,0,CA,65,0,19586.74,1.1607,0
LOAN_036514,2024-02-01,202402,7,793,55208,0.2326,9,0.544,0,4198,60,3.85,Mail,Auto,9,GA,60,15,2912.62,1.0116,0
LOAN_036515,2021-03-01,202103,9,847,-1,0.4078,7,0.1921,0,33796,36,8.11,Partner,Auto,10,CA,68,0,20758.33,0.9267,0
LOAN_036516,2022-04-01,202204,11,662,18323,0.3167,12,0.4691,3,2521,36,21.77,Direct,Debt_Consolidation,28,Other,34,0,1480.94,1.0485,0
LOAN_036517,2021-02-01,202102,17,834,29021,0.4287,5,0.1484,2,5284,36,6.74,Mail,Auto,34,Other,45,0,5214.84,1.1712,0
LOAN_036518,2022-11-01,202211,22,796,70115,0.3296,7,0.7563,1,16281,60,20.65,Partner,Personal,36,CA,59,0,12070.3,1.1042,0
LOAN_036519,2023-10-01,202310,8,740,34347,0.5442,5,0.2342,3,27164,60,8.15,Direct,Debt_Consolidation,14,IL,52,15,16762.52,0.9798,0
LOAN_036520,2023-06-01,202306,22,830,114764,0.8357,2,0.467,1,16515,36,12.46,Direct,Personal,19,IL,23,0,12437.95,0.9612,0
LOAN_036521,2021-10-01,202110,24,762,43277,0.0192,8,0.2491,2,15716,36,11.01,Direct,Auto,13,FL,39,0,9074.64,1.0535,0
LOAN_036522,2021-01-01,202101,3,628,38652,0.2769,4,0.6283,1,3605,36,3.0,Partner,Home_Improvement,24,TX,72,0,2945.76,0.8749,0
LOAN_036523,2022-10-01,202210,4,767,65913,0.5099,6,0.7217,2,31933,36,16.54,Direct,Personal,33,Other,37,0,21756.71,0.9916,0
LOAN_036524,2023-09-01,202309,22,552,189438,0.1853,7,0.3921,1,10489,36,13.51,Mail,Personal,24,FL,42,0,9841.29,0.9188,0
LOAN_036525,2023-01-01,202301,15,707,86916,0.1461,8,0.1289,1,38498,36,23.44,Partner,Personal,12,CA,48,15,25184.29,0.9214,0
LOAN_036526,2022-10-01,202210,0,99999,66642,0.5096,3,0.2211,4,23383,36,3.0,Partner,Auto,12,TX,52,0,17873.23,0.888,0
LOAN_036527,2022-04-01,202204,17,683,32329,0.1389,9,0.5317,1,1407,60,19.55,Partner,Auto,6,CA,41,0,1072.15,0.8724,0
LOAN_036528,2023-06-01,202306,17,626,32444,0.5239,11,0.3327,1,39412,36,6.4,Direct,Auto,15,NY,64,0,22637.83,0.9544,0
LOAN_036529,2022-06-01,202206,24,846,37466,0.3449,3,0.6452,1,41590,36,17.7,Direct,Business,13,GA,47,0,38760.72,1.1973,0
LOAN_036530,2022-12-01,202212,18,629,41180,0.6095,9,0.5141,3,2216,36,3.0,Direct,Auto,33,Other,45,0,1395.66,0.9701,0
LOAN_036531,2021-05-01,202105,8,742,22527,0.4322,11,0.2531,3,32855,36,9.78,Partner,Debt_Consolidation,19,Other,36,0,21088.88,1.1832,0
LOAN_036532,2024-01-01,202401,0,750,20095,0.5037,8,0.4685,1,18347,36,9.07,Direct,Personal,15,NY,24,0,11026.87,0.8244,0
LOAN_036533,2022-11-01,202211,2,99999,10295,0.6681,4,0.1866,3,41672,36,19.05,Partner,Home_Improvement,28,CA,35,0,25386.26,0.9747,0
LOAN_036534,2024-06-01,202406,1,791,161470,0.261,10,0.1621,5,37430,36,16.37,Partner,Business,31,Other,53,0,25493.86,1.0804,0
LOAN_036535,2023-03-01,202303,1,727,40064,0.054,7,0.6155,3,16604,36,12.43,Direct,Debt_Consolidation,31,FL,69,0,15653.19,0.895,0
LOAN_036536,2021-12-01,202112,16,626,39667,0.6214,10,0.3873,0,28900,36,4.68,Direct,Auto,6,CA,28,0,22542.46,1.0803,0
LOAN_036537,2021-10-01,202110,5,698,26517,0.4938,5,0.6866,2,18702,60,16.21,Direct,Personal,11,FL,41,0,16877.01,0.8589,0
LOAN_036538,2023-10-01,202310,4,620,31808,0.7949,9,0.4675,1,3214,36,10.04,Direct,Debt_Consolidation,29,CA,68,0,2340.68,1.0947,0
LOAN_036539,2023-09-01,202309,20,700,40190,0.2573,6,0.3455,3,17525,36,8.55,Partner,Personal,24,FL,21,0,9610.89,1.1373,0
LOAN_036540,2022-04-01,202204,10,838,71479,0.1765,11,0.4178,5,17926,36,3.31,Partner,Home_Improvement,9,Other,43,0,13068.99,0.8201,0
LOAN_036541,2023-05-01,202305,8,742,43622,0.1996,8,0.9243,0,46658,60,16.25,Partner,Home_Improvement,16,NY,49,0,31257.83,0.9049,0
LOAN_036542,2022-06-01,202206,21,570,56499,0.1687,13,0.4909,2,1769,60,8.89,Direct,Personal,22,Other,54,15,1474.46,0.8625,0
LOAN_036543,2023-03-01,202303,24,718,173756,0.2565,9,0.802,1,31888,36,25.52,Direct,Personal,16,TX,41,15,22134.18,1.0071,0
LOAN_036544,2021-07-01,202107,3,779,33169,0.6242,12,0.4419,99,24629,36,20.37,Partner,Debt_Consolidation,7,TX,53,0,18544.92,1.113,0
LOAN_036545,2023-12-01,202312,6,634,56153,0.3201,5,0.8778,4,8365,36,16.72,Partner,Personal,16,Other,52,0,4302.21,0.8223,0
LOAN_036546,2023-03-01,202303,12,792,114946,0.5079,9,0.6948,3,3270,36,16.75,Direct,Debt_Consolidation,9,CA,31,0,2248.99,0.8646,0
LOAN_036547,2021-10-01,202110,15,827,66053,0.9108,9,0.6327,2,49764,36,18.32,Partner,Debt_Consolidation,35,CA,51,0,27532.19,1.1386,0
LOAN_036548,2021-10-01,202110,19,602,27662,0.2892,6,0.9723,2,34821,60,3.83,Partner,Auto,25,Other,27,0,22282.56,0.8547,0
LOAN_036549,2021-11-01,202111,16,828,37219,0.1425,10,0.7407,2,45851,36,12.1,Partner,Debt_Consolidation,15,Other,66,0,35650.18,1.1301,0
LOAN_036550,2023-06-01,202306,19,571,57555,0.2464,6,0.5711,3,24865,60,11.47,Partner,Auto,35,Other,40,15,19963.63,0.87,0
LOAN_036551,2021-03-01,202103,1,647,44830,0.0765,7,0.1009,1,49122,36,16.88,Direct,Home_Improvement,25,FL,60,15,36163.02,0.8604,0
LOAN_036552,2023-05-01,202305,4,788,52479,0.2047,8,0.5975,4,39268,36,26.63,Direct,Personal,25,TX,38,0,36463.62,1.0613,0
LOAN_036553,2022-02-01,202202,17,637,33879,0.3485,9,0.3385,1,5337,60,16.89,Direct,Personal,28,NY,68,0,4779.8,1.0532,0
LOAN_036554,2022-01-01,202201,12,849,57003,0.1094,6,0.3554,1,17706,60,29.73,Direct,Auto,19,CA,28,0,10411.39,1.1513,0
LOAN_036555,2022-07-01,202207,17,671,63798,0.2091,7,0.2076,2,6092,36,5.13,Partner,Personal,10,CA,40,15,3406.73,1.1177,0
LOAN_036556,2023-01-01,202301,10,580,30299,0.4709,7,0.0968,1,16920,60,12.37,Direct,Auto,31,FL,71,0,8952.92,0.9199,0
LOAN_036557,2021-10-01,202110,13,560,28526,0.3877,6,0.7365,1,38892,36,34.42,Partner,Business,22,Other,30,0,27063.7,1.1489,0
LOAN_036558,2022-03-01,202203,11,644,32813,0.6098,8,0.6878,1,4697,36,21.4,Partner,Personal,37,Other,33,15,3350.27,0.8841,0
LOAN_036559,2023-04-01,202304,3,601,27919,0.388,5,0.772,6,27301,36,19.19,Mail,Personal,12,GA,48,0,19620.61,1.1789,0
LOAN_036560,2024-04-01,202404,6,574,70671,0.5036,3,0.5452,1,14716,60,13.1,Partner,Personal,1,NY,56,0,10721.48,1.1283,0
LOAN_036561,2024-02-01,202402,12,626,46421,0.255,6,0.2318,1,1612,60,7.6,Direct,Auto,4,Other,74,0,1029.13,1.0597,0
LOAN_036562,2021-07-01,202107,18,629,32159,0.3491,10,0.5181,2,30451,36,7.17,Direct,Debt_Consolidation,7,FL,69,30,1468.21,3.4177,1
LOAN_036563,2022-02-01,202202,10,593,46661,0.1816,3,0.8107,5,11535,36,3.0,Partner,Home_Improvement,9,IL,62,0,9963.46,0.968,0
LOAN_036564,2023-06-01,202306,6,690,114105,0.4049,9,0.3052,1,3210,36,18.07,Partner,Personal,15,FL,64,0,2555.55,1.0053,0
LOAN_036565,2024-04-01,202404,24,568,21574,0.2057,9,0.16,4,25920,36,11.5,Partner,Business,21,IL,49,15,13512.78,1.1486,0
LOAN_036566,2021-12-01,202112,14,738,38266,0.5779,5,0.4744,1,44293,36,6.72,Direct,Debt_Consolidation,6,CA,23,0,40594.07,1.167,0
LOAN_036567,2023-04-01,202304,18,769,28781,0.5269,6,0.5756,4,2964,36,8.4,Direct,Personal,34,Other,42,0,2857.84,1.0726,0
LOAN_036568,2022-02-01,202202,19,703,15397,0.5834,15,0.2898,3,25391,36,4.53,Partner,Home_Improvement,31,CA,58,0,16573.5,0.9667,0
LOAN_036569,2021-01-01,202101,16,846,53714,0.3801,14,0.4727,1,20760,36,27.34,Direct,Auto,19,TX,39,15,11130.13,0.9449,0
LOAN_036570,2021-04-01,202104,22,803,42502,0.3267,7,0.329,3,48859,36,7.48,Partner,Auto,34,TX,43,0,30666.84,0.9647,0
LOAN_036571,2022-06-01,202206,0,719,38711,0.1854,8,0.6652,0,21968,36,3.68,Partner,Home_Improvement,9,Other,49,0,14501.99,1.1149,0
LOAN_036572,2023-12-01,202312,11,728,99626,0.2486,8,0.376,4,6064,36,17.76,Partner,Debt_Consolidation,26,TX,34,15,5937.83,1.0458,0
LOAN_036573,2023-08-01,202308,18,758,34524,0.4746,5,0.2951,1,44969,36,22.98,Partner,Debt_Consolidation,33,TX,47,15,23970.91,0.9647,0
LOAN_036574,2023-04-01,202304,24,674,54802,0.2335,6,0.1834,0,11772,60,5.06,Direct,Home_Improvement,14,NY,62,0,7635.68,1.015,0
LOAN_036575,2023-04-01,202304,4,667,25555,0.2368,7,0.1673,4,42857,36,15.81,Mail,Auto,15,NY,74,15,24629.04,0.8449,0
LOAN_036576,2024-02-01,202402,9,812,47058,0.3234,5,0.9313,1,14703,36,20.43,Partner,Home_Improvement,13,GA,61,0,12777.26,0.933,0
LOAN_036577,2023-08-01,202308,10,573,76878,0.4641,11,0.3221,99,27790,36,11.67,Partner,Debt_Consolidation,4,FL,46,0,21526.86,0.815,0
LOAN_036578,2021-08-01,202108,15,566,44807,0.2351,6,0.2599,3,35435,36,15.83,Partner,Debt_Consolidation,21,Other,69,0,25194.05,0.8264,0
LOAN_036579,2023-01-01,202301,17,735,65925,0.7488,9,0.9505,1,25107,36,19.4,Mail,Auto,12,GA,26,0,13969.1,0.898,0
LOAN_036580,2022-08-01,202208,8,99999,24390,0.5317,13,0.452,2,42566,60,7.8,Partner,Business,17,FL,54,0,34242.48,0.9963,0
LOAN_036581,2023-09-01,202309,21,681,23064,0.5521,5,0.381,7,24204,36,3.0,Direct,Personal,27,FL,23,0,23781.14,1.1837,0
LOAN_036582,2023-06-01,202306,8,757,75403,0.4636,11,0.2212,2,22830,36,3.0,Mail,Auto,11,GA,37,0,14489.66,1.1974,0
LOAN_036583,2024-01-01,202401,13,825,64281,0.5358,5,0.3188,99,31460,36,15.79,Mail,Personal,38,CA,67,15,26325.2,0.9932,0
LOAN_036584,2022-04-01,202204,19,598,87685,0.4554,8,0.1215,3,39585,60,19.84,Direct,Personal,18,FL,53,0,23860.9,1.1903,0
LOAN_036585,2023-01-01,202301,5,695,63562,0.3338,5,0.9075,1,49288,36,20.39,Partner,Home_Improvement,29,GA,47,0,28931.0,1.1812,0
LOAN_036586,2024-02-01,202402,11,833,88420,0.4212,5,0.5894,1,4333,60,16.67,Direct,Personal,31,Other,62,0,3377.2,0.9058,0
LOAN_036587,2024-06-01,202406,22,602,17952,0.2309,10,0.544,4,16049,60,3.0,Direct,Debt_Consolidation,4,GA,47,30,372.87,3.1432,1
LOAN_036588,2021-10-01,202110,10,561,30722,0.5132,9,0.7171,1,21755,60,19.07,Direct,Personal,21,FL,44,0,13817.59,1.0412,0
LOAN_036589,2021-05-01,202105,21,662,30068,0.7573,7,0.7654,1,11530,36,20.72,Direct,Debt_Consolidation,37,Other,52,0,9863.93,0.9029,0
LOAN_036590,2021-08-01,202108,3,99999,34123,0.4516,8,0.6227,1,3808,60,25.4,Partner,Personal,21,TX,21,15,1981.77,1.022,0
LOAN_036591,2023-09-01,202309,23,746,55997,0.1445,6,0.7315,1,45316,36,14.83,Partner,Home_Improvement,19,CA,74,0,24354.64,0.9725,0
LOAN_036592,2024-01-01,202401,5,735,13254,0.2743,9,0.1742,3,12781,60,12.31,Partner,Auto,32,Other,54,0,7694.7,1.131,0
LOAN_036593,2021-01-01,202101,17,841,46279,0.6646,7,0.5805,4,5440,36,20.2,Partner,Home_Improvement,10,Other,26,0,4074.65,1.0891,0
LOAN_036594,2023-07-01,202307,5,560,24932,0.4108,8,0.5157,1,31768,60,7.55,Mail,Personal,25,GA,58,15,16825.47,1.041,0
LOAN_036595,2021-07-01,202107,0,664,106617,0.5538,13,0.7919,4,6811,36,9.89,Partner,Personal,21,Other,23,0,4041.09,1.15,0
LOAN_036596,2022-11-01,202211,24,837,64534,0.2655,12,0.9133,0,31605,36,4.34,Partner,Auto,15,CA,23,0,18563.86,1.007,0
LOAN_036597,2022-12-01,202212,9,678,51017,0.3857,6,0.4187,0,24996,36,3.0,Partner,Debt_Consolidation,3,IL,44,0,23944.86,1.1757,0
LOAN_036598,2022-02-01,202202,11,699,49878,0.3921,4,0.6979,0,22877,36,11.37,Mail,Personal,23,CA,50,0,16276.86,1.0638,0
LOAN_036599,2022-11-01,202211,6,724,18520,0.1273,8,0.786,1,7566,36,3.0,Partner,Personal,9,CA,52,0,3852.66,0.8545,0
LOAN_036600,2021-09-01,202109,23,836,80338,0.1778,5,0.233,5,43507,36,12.34,Direct,Home_Improvement,37,GA,55,15,39118.99,0.8924,0
LOAN_036601,2021-08-01,202108,10,579,27358,0.4765,7,0.4285,1,45743,36,14.99,Partner,Business,37,IL,46,0,32916.12,0.9609,0
LOAN_036602,2021-08-01,202108,19,760,38589,0.2599,11,0.3772,1,2879,36,20.45,Direct,Auto,30,Other,27,0,1723.14,1.1529,0
LOAN_036603,2021-03-01,202103,23,686,54586,0.3738,5,0.9534,99,38528,36,12.76,Direct,Home_Improvement,22,IL,65,15,37998.95,0.8129,0
LOAN_036604,2023-08-01,202308,0,672,-1,0.2557,7,0.7365,1,24131,36,14.65,Direct,Auto,24,GA,40,0,12760.51,1.0414,0
LOAN_036605,2021-04-01,202104,15,815,12087,0.3866,11,0.5165,1,14844,60,9.0,Direct,Debt_Consolidation,10,FL,57,0,9889.21,0.8499,0
LOAN_036606,2024-02-01,202402,3,646,74616,0.5057,4,0.5192,0,18905,36,17.94,Partner,Business,11,Other,51,15,11314.6,1.0783,0
LOAN_036607,2021-02-01,202102,5,799,69031,0.599,11,0.8486,3,12490,60,3.0,Direct,Home_Improvement,6,FL,59,15,6342.17,0.9586,0
LOAN_036608,2021-09-01,202109,9,766,70749,0.1774,8,0.4479,1,5787,36,18.45,Partner,Home_Improvement,26,GA,41,15,3006.28,0.9814,0
LOAN_036609,2021-01-01,202101,6,733,80257,0.6146,10,0.6094,1,37361,36,3.44,Partner,Personal,23,Other,62,120,4629.39,2.4901,1
LOAN_036610,2021-11-01,202111,11,831,-1,0.3551,8,0.7106,4,11198,36,6.41,Partner,Personal,16,CA,43,15,10945.72,0.9922,0
LOAN_036611,2023-05-01,202305,18,837,37733,0.4488,7,0.92,0,5497,60,5.35,Partner,Business,9,FL,25,0,3895.3,1.0129,0
LOAN_036612,2023-02-01,202302,9,674,28330,0.2496,7,0.4913,1,9373,36,9.48,Partner,Debt_Consolidation,10,TX,70,0,6034.66,1.1584,0
LOAN_036613,2023-03-01,202303,1,764,95661,0.1408,11,0.5331,1,29470,60,13.9,Direct,Debt_Consolidation,32,Other,74,0,19666.59,0.8984,0
LOAN_036614,2024-02-01,202402,8,561,21023,0.3168,4,0.621,1,20439,36,8.13,Partner,Business,23,IL,60,0,14347.78,1.1162,0
LOAN_036615,2023-05-01,202305,0,837,38311,0.7487,9,0.5784,1,28039,36,16.5,Direct,Personal,21,FL,34,0,19638.01,1.0844,0
LOAN_036616,2023-09-01,202309,9,645,40450,0.5128,13,0.5511,3,34646,36,10.64,Mail,Personal,23,Other,73,0,22315.74,1.1751,0
LOAN_036617,2023-04-01,202304,0,99999,28696,0.0993,10,0.3495,0,6023,60,30.14,Direct,Auto,0,Other,74,15,3799.25,0.9929,0
LOAN_036618,2023-07-01,202307,1,679,64576,0.284,12,0.898,5,4334,36,3.0,Mail,Auto,32,Other,74,0,2764.9,0.822,0
LOAN_036619,2022-07-01,202207,4,716,31645,0.2914,7,0.3789,2,42732,36,14.53,Direct,Home_Improvement,35,NY,58,0,27613.74,1.0215,0
LOAN_036620,2023-02-01,202302,16,810,27616,0.262,5,0.3317,3,47047,36,8.05,Partner,Debt_Consolidation,34,GA,74,0,43237.3,1.0152,0
LOAN_036621,2023-05-01,202305,12,761,80588,0.3823,8,0.2056,0,31093,36,9.84,Direct,Business,9,Other,44,0,29181.86,1.1101,0
LOAN_036622,2021-11-01,202111,5,609,26935,0.3071,10,0.3724,1,26932,36,6.58,Partner,Debt_Consolidation,39,IL,40,0,24296.62,0.9533,0
LOAN_036623,2024-05-01,202405,23,758,23997,0.5767,4,0.2268,2,46059,60,3.0,Partner,Debt_Consolidation,35,Other,67,0,35056.07,0.8081,0
LOAN_036624,2023-08-01,202308,9,665,22131,0.1036,5,0.5466,2,48740,36,13.9,Direct,Auto,26,TX,43,0,37536.9,0.8998,0
LOAN_036625,2022-09-01,202209,1,589,26827,0.5111,4,0.247,3,9275,36,15.81,Direct,Personal,25,FL,31,0,6039.0,1.0441,0
LOAN_036626,2024-02-01,202402,4,753,52992,0.1728,11,0.902,2,30011,36,12.65,Partner,Home_Improvement,28,Other,66,15,16950.24,0.9143,0
LOAN_036627,2023-10-01,202310,18,608,42184,0.4315,5,0.6844,2,5505,36,3.18,Direct,Debt_Consolidation,37,Other,47,0,3582.48,0.9291,0
LOAN_036628,2024-04-01,202404,1,833,32082,0.2921,10,0.6476,1,22570,60,25.12,Partner,Debt_Consolidation,12,Other,68,0,16322.86,0.8143,0
LOAN_036629,2022-10-01,202210,21,797,171487,0.5712,9,0.416,1,26421,36,16.42,Direct,Auto,39,NY,58,0,13976.35,1.0324,0
LOAN_036630,2023-03-01,202303,0,677,85988,0.879,6,0.7078,1,11083,36,7.9,Direct,Personal,7,Other,33,0,5647.93,1.1025,0
LOAN_036631,2021-08-01,202108,7,551,28858,0.0498,7,0.9726,99,11651,60,10.96,Direct,Debt_Consolidation,3,Other,57,90,2922.7,2.7561,1
LOAN_036632,2024-04-01,202404,14,590,45012,0.4529,6,0.0768,2,15362,60,16.89,Direct,Auto,18,GA,59,0,12525.73,0.93,0
LOAN_036633,2023-07-01,202307,5,615,46550,0.1933,8,0.4092,4,41171,36,16.1,Mail,Personal,1,NY,67,0,30328.15,1.0172,0
LOAN_036634,2021-01-01,202101,3,838,45154,0.0987,12,0.313,2,43789,36,8.32,Direct,Auto,10,NY,27,15,39432.1,0.9719,0
LOAN_036635,2024-03-01,202403,11,671,43814,0.2002,4,0.5723,3,6563,36,3.3,Mail,Personal,38,Other,72,0,3808.27,1.002,0
LOAN_036636,2023-10-01,202310,15,765,29086,0.8842,8,0.6395,3,22528,36,14.77,Partner,Debt_Consolidation,33,Other,61,0,12373.34,0.9375,0
LOAN_036637,2022-12-01,202212,20,587,47598,0.7622,12,0.4448,1,18461,36,6.83,Partner,Debt_Consolidation,16,Other,32,0,16704.09,1.0835,0
LOAN_036638,2023-04-01,202304,1,578,69936,0.6207,5,0.5238,1,48055,60,6.59,Partner,Business,10,Other,54,15,40900.12,0.8277,0
LOAN_036639,2021-04-01,202104,7,654,41065,0.3715,7,0.3967,4,18546,60,22.8,Direct,Business,6,IL,33,0,11417.96,1.1928,0
LOAN_036640,2022-06-01,202206,21,749,45019,0.286,6,0.208,1,48921,36,12.47,Direct,Personal,23,TX,28,0,27055.63,1.093,0
LOAN_036641,2023-05-01,202305,5,599,111712,0.5996,12,0.5536,1,31920,36,4.31,Partner,Personal,5,FL,37,0,23733.88,1.012,0
LOAN_036642,2022-11-01,202211,2,617,66886,0.4235,11,0.264,3,42590,36,14.62,Direct,Personal,10,FL,32,0,28606.55,1.1357,0
LOAN_036643,2024-01-01,202401,0,620,64809,0.5084,8,0.3637,3,19622,36,3.0,Direct,Personal,20,NY,45,0,14035.73,0.9195,0
